"","L2/3","Oligo_1","AST-PP","OPC_1","L4_1","IN-VIP","L4_2","IN-PV","Neu-NRGN-II","Oligo_2","Microglia","IN-SST","L5/6-CC","IN-SV2C","L5/6_1","Endothelial","L5/6_2","OPC_2"
"CRYAB",-0.330609320165933,1.30781681287788,-0.112198707911273,-0.35562711745089,-0.223497396046848,-0.213782654829457,-0.243294395932123,-0.216271903902793,-0.310937616991063,0.256266532290604,-0.297287076650618,-0.26382440344401,-0.288394070253084,-0.112815997774567,-0.298736902241192,-0.316042123090148,-0.285975449522999,-0.334085233246871
"CNTNAP4",-0.339373570071979,0.770729666780766,-0.563182293258686,-0.503723370013495,0.352851604451541,0.663087285653146,-0.189009420832673,-0.298406079866495,-0.513658027445843,1.08400326201729,-0.520995150473793,-0.355434616581711,-0.221131667174072,1.01479063124151,0.190579882679515,-0.532294142546851,-0.169809396708326,-0.441407220401371
"ENPP2",-0.382832193026167,1.43426826186182,-0.381965426144818,-0.321934403259505,-0.376564363815726,-0.372635223588647,-0.386903042915081,-0.401817770688816,-0.389996537682715,1.73738123679281,-0.307030533690301,-0.375511945315962,-0.394662999097465,-0.382610191176859,-0.390332948281191,-0.315306823585704,-0.386642255850482,-0.358843542433197
"DOCK5",-0.456130648984982,1.26658172094915,-0.0595348144611912,0.0287373366872529,-0.457849905919632,-0.452787859829349,-0.458248362349362,-0.461450565023659,-0.465798774551187,1.81640454620599,-0.16393439813606,-0.459613262299841,-0.453920870287956,-0.438570787827271,-0.45218544100045,-0.275015298846884,-0.466484443100788,-0.353971264274611
"GLUL",-0.401318339745462,0.382939143838218,1.63327794862841,-0.302777857196695,-0.397897134937142,-0.319073228663333,-0.419124035477943,-0.268455650723913,-0.378340043209524,0.105537630819916,-0.0332236767343724,-0.276392121999234,-0.328637653505834,-0.272774956702913,-0.379430407758633,-0.0640926086457997,-0.378565157070507,-0.231851984070559
"LRMDA",-0.259459271004799,-0.285928043883444,-0.016482187438039,1.02401174465169,-0.116000201591028,-0.320157962401429,-0.263770778606197,-0.275569872623125,-0.341152635261217,-0.233711422047084,3.27861890426857,-0.339866494852579,-0.141641443745077,-0.346380475561955,0.198081423071738,0.672972049577273,-0.337061523457451,2.04132754565744
"SLC9A9",-0.435081793257112,0.288945567829318,0.14156032799845,0.356454378805326,-0.423144799923642,-0.362783599903714,-0.266407080855931,0.840132309067921,-0.542949404552244,0.628020621814465,1.73591299448702,-0.256661029050386,-0.373867263672237,-0.546439620710812,-0.496485602659569,-0.342683065718138,-0.488687162936117,0.815277975744618
"ADGRV1",-0.174144130524157,-0.397188959166428,2.50663725400406,-0.378919104299823,-0.204150649587071,-0.269051157141081,-0.246287215700016,-0.340115812282159,-0.383195655491187,-0.398802958700229,-0.27834026514977,-0.342958388015083,-0.154205760063721,-0.351862793425637,-0.271190282148978,-0.365049528705515,-0.301782987981522,-0.353751823062385
"C10orf90",-0.437158620465326,1.22456766222251,-0.314434497949622,0.330657754859397,-0.435051241886897,-0.436929617804426,-0.38479178719474,-0.435633086211558,-0.448078810664153,1.91087423158704,-0.369888939472271,-0.428255552278322,-0.432158184240969,-0.444847303246631,-0.432937197994302,-0.415147214213202,-0.119579779842709,0.107029835849882
"AC012494.1",-0.296144819339252,1.19941987709511,-0.31398467510793,-0.290181881688656,-0.328462833929812,-0.318933664287513,-0.29606110319815,-0.327170289994216,-0.324081806565349,1.34491006949027,-0.254924149755974,-0.30641103675095,-0.313113884924289,-0.339017714279454,-0.28353569267992,-0.315337971299536,-0.335154400440382,-0.230379709458592
"KCNH8",-0.417392929404311,1.30939301544023,-0.418065039930134,0.382805359242845,-0.357568353962088,-0.36707227081685,-0.425130010058342,-0.429413243417535,-0.441709317424721,1.61288931163554,-0.359482590536779,-0.412401803200045,-0.432212657648611,-0.445854781525999,-0.434957413016396,-0.411714276833753,-0.446112416085083,0.243295991263049
"OBI1-AS1",-0.258679128061808,-0.30377776454889,2.39790064983419,-0.272073665653793,-0.291980024289868,-0.289519185486722,-0.288154933705109,-0.293587899299631,-0.294997858814973,-0.308689731267172,-0.188683589024252,-0.283266795588902,-0.284275838244662,-0.283976237528146,-0.279348295452848,-0.263760423644206,-0.299645015263728,-0.279062029986216
"APOD",-0.321949119856672,0.849624266071835,-0.337480589623992,1.25124337260073,-0.313753124659689,-0.349318784294399,-0.1451561162479,-0.356177539214751,-0.251318619620179,0.146005829224442,-0.295724450799035,-0.325253368465766,-0.269346214776805,-0.356071786978512,-0.271869424382388,0.173806743251028,-0.361631417330914,0.875770844867813
"PTN",-0.422753402043873,0.221222640348511,1.10370878806,0.86561081719268,-0.421794572430649,-0.244957745384306,-0.326995523222028,-0.382743381032069,-0.367406289278611,0.308332963284178,-0.333635198874751,-0.299032408674429,-0.421952987675879,-0.413347841224595,-0.368116874963829,0.718822098877412,-0.225051389069326,0.532247732443228
"PITPNC1",-0.345924770595229,-0.573627322672606,1.90360543991572,0.353527444390053,-0.437952662818748,0.327097099028423,-0.429565186293103,0.248438649030195,-0.475005781503122,-0.571087073355165,-0.240174147471822,0.420268909863907,-0.457517587427431,0.184814782702012,0.222415458792911,0.128453819815089,-0.426591928874499,0.0960140883355112
"MAML2",-0.35027925268687,-0.000250615913464331,0.929861184822715,1.35196657162205,-0.536922541843334,-0.358087687990316,-0.533687342264361,-0.543918458035531,-0.550925779002574,0.182983949665446,1.43563314206679,-0.454338566322934,-0.428636441786477,-0.475559872396377,-0.416770478975546,0.42845744345319,-0.546286847480251,1.53715243225593
"ARHGAP24",-0.315329149613749,-0.283406298162174,1.29508530869182,-0.319877804654675,-0.272203134048781,-0.0584034542182483,-0.303053965012759,-0.254181352869521,-0.334188046185014,-0.199987618042488,2.69842898586938,-0.254327554043635,-0.297473178800748,-0.327317175440511,-0.312078001257302,-0.21131172266628,-0.337521937882191,1.3228988128161
"TMEM144",-0.442120634217113,1.56769857477183,-0.22885963822955,-0.439677593155416,-0.40661297979172,-0.39605889874204,-0.423895828427602,-0.434581639069786,-0.450749704161539,1.67090393155496,-0.298784451392662,-0.442400158511466,-0.401129064874401,-0.447384702367324,-0.355664519844369,-0.434480375752727,-0.278033832796367,-0.408903375590093
"PREX2",-0.428803203588002,-0.0303305788046798,1.64659593686432,0.601163288905416,-0.430517524855849,-0.0713930267298653,-0.423156817699654,-0.305400704483691,-0.425616404472417,0.0337797130417549,-0.343456201988453,-0.31139056174035,-0.414916711977538,0.157199199341147,-0.417258830223927,0.521834301697529,-0.432539215702542,0.353267347018085
"TF",-0.385363663937094,1.53522647203658,-0.360070736457532,-0.321844788388499,-0.378834638491468,-0.388676137468379,-0.381053642579157,-0.393526196041765,-0.42535906604564,1.47044803672342,-0.327839650539436,-0.396275960564382,-0.364836175079863,-0.413392428509567,-0.367468652885943,-0.38973783091077,-0.401681772461734,-0.332410061627651
"DLC1",-0.495890282801913,0.523034508468401,0.573132449004041,0.0448655626957044,-0.546751282252532,-0.231093007811193,-0.286880530021177,-0.0252704259929101,-0.526948112952541,0.940170243275853,-0.496288822091409,-0.319989326597717,-0.276900164087595,-0.483831089465268,1.20435003411021,1.45515048760277,0.828274533190915,-0.0924107010900029
"HPSE2",-0.298089228746308,-0.323734774327688,2.01161054797545,-0.30369478004781,-0.292995369931791,-0.0830335939232861,-0.303942930409966,0.202881519405644,-0.313815607021311,-0.328646448143728,-0.215082085330814,-0.166871018950999,-0.0624146208051136,0.079574819326332,-0.269805818923442,-0.286412809425169,-0.309407563759717,-0.273767624917825
"BCAS1",-0.411163369161277,1.06962408690796,-0.395470761904305,0.885585128853348,-0.410868238320117,-0.396502495592976,-0.411203492085021,-0.413859582423182,-0.382512979578936,1.52738933394907,-0.351274674984884,-0.408882777347881,-0.412206522510288,-0.421085848110578,-0.410825317667141,-0.380366045348588,-0.41717321636383,0.353753880847747
"ZNF385D",-0.331083000213419,-0.472582391997833,-0.458858143126147,-0.00761616000572359,-0.173272046224325,1.11444040620616,-0.401353603998092,2.21562208201343,-0.379041827192246,-0.474173042456779,-0.422979648809917,1.32588460971089,-0.0874934884313838,1.35167211213153,0.246571793001341,-0.194848576770127,2.47471952604511,-0.0858276495031961
"MOBP",-0.375704915360449,1.4269132386404,-0.370215881657581,-0.384275879558748,-0.357828561713747,-0.402412215572011,-0.360637939269221,-0.394563717860616,-0.337052294941203,1.688546113688,-0.30743523261915,-0.374586424525356,-0.362366281977573,-0.390227018931871,-0.362736046201329,-0.36313274346666,-0.334187904464986,-0.36848376503414
"RBMS3",-0.399388786808584,-0.592935872647808,0.802635397851312,0.524324654167682,-0.349417710262562,0.414387562011532,-0.358658579056096,1.19932961547658,-0.607786349326402,-0.589860292361193,-0.50117927111884,1.20497003221126,-0.353257531476935,1.59427884114565,-0.325178032886586,1.54430383711504,0.124525073033706,0.165198583517672
"PTPRZ1",-0.365040891031866,-0.459773590030649,1.07089558571957,2.49241780208756,-0.363817178467572,-0.0139083110902305,-0.200312368389463,-0.120890095187424,-0.397383991261949,-0.472440042460661,-0.389646057674,-0.272495887972718,-0.427890506892418,-0.444201666940228,-0.316004847095604,-0.391005096161973,-0.44003645356661,2.0497962629657
"ZNF536",-0.543820539403921,1.00652302837929,-0.530619197466553,-0.421405178440723,-0.539280138578054,0.606308149819451,-0.538541047140863,0.793427452066004,-0.546710042377546,1.66983440600065,-0.474686323777505,-0.0745562762950697,-0.535789315938421,1.09854290142919,-0.537619920178375,-0.513129207902519,-0.535544052672637,-0.430479231471129
"NKAIN3",-0.408497387366686,-0.459067258728598,1.80141314200878,1.04436368327761,-0.185085976908007,0.256533012987562,-0.401989604578135,-0.407309021628124,-0.4384282828252,-0.465616948751605,-0.365329806213088,-0.130731017987876,-0.340125963610079,0.367431006918956,-0.312188443115195,-0.41552100561228,0.23458034769043,0.879260150524332
"SOX6",-0.443273045339642,-0.44185258755261,0.714890132290322,1.93404888661388,-0.447627780399788,-0.43508872510957,-0.443329058858565,1.31635918353403,-0.45960039315813,-0.42483360808598,-0.414579640533538,1.32279916137714,-0.43932265448483,-0.211573874357476,-0.440089135517892,-0.282899957787757,-0.446416992675269,1.51139196969141
"PCDH15",-0.316814477161882,-0.397025263110603,-0.38118638359558,2.833245767132,-0.369514149722252,-0.0875818859674639,-0.0296116062370476,0.240416304803632,-0.372517868716182,-0.405490347751548,-0.383020259167623,1.11121356564849,-0.360541886989076,0.370459823842356,0.20049309096611,-0.345338190262652,-0.128277002093721,2.50040118792998
"SOX2-OT",-0.529402412881924,0.916347196979595,-0.325406622853191,1.02346977761426,-0.486693795570614,0.297816280054716,-0.521059261751461,-0.0351132960030898,-0.677938208879567,0.831108008106674,-0.608787395160256,-0.146223200519254,-0.51454302816161,1.01230195585691,-0.440948485400185,-0.599582163063327,-0.183526980274824,0.904933962704745
"FRMD4B",-0.482683970359666,1.33125507302194,-0.47135930833745,-0.0239537984150681,-0.487740497827552,-0.375634407933149,-0.488248564837264,-0.224444761133579,-0.492406961371024,1.74813974821862,0.317702406592281,-0.103283058238635,-0.478961392463586,-0.241101959493564,-0.481918666440059,-0.259251661282428,-0.49250183053136,0.0490010429888566
"GRIK1",-0.29664882566323,-0.430773123912429,-0.405756146234643,1.17719218632065,-0.414048220427938,0.619086325735379,-0.412614238057046,0.433774060991104,-0.401598555581939,-0.446447628832265,-0.342520409995309,2.88072752534273,-0.390348540006734,2.07383674073037,-0.381194791279113,-0.353836042700309,0.486906325229711,0.743713170749889
"NXPH1",-0.396111539305754,-0.418508791815457,-0.411179024634296,1.70988232655531,-0.398577083177715,-0.178852478004333,-0.393785258432977,1.81259547397418,-0.395184673713181,-0.415170365189005,-0.405351877557594,1.96422618276707,-0.391175804279397,1.80133380960964,-0.391438680297381,-0.372964786166492,-0.39875933488336,1.17876504739388
"NCKAP5",-0.591460130615917,1.09301208921825,0.429270367881724,0.625686984413982,-0.588875366724774,-0.30114865217996,-0.580921704623346,-0.584976393966187,-0.614129985928273,1.40958772013037,0.179369751989705,-0.553939857228988,-0.576438888225423,-0.541840768307547,-0.568529280704062,-0.565862358489286,-0.265599401852247,0.331183061309377
"FBXL7",-0.542890388262873,0.703183051835321,1.20820811373954,0.15104848550897,-0.56615523336515,-0.413968235708395,-0.565345518785826,-0.563859187294314,-0.576762901973263,0.993325955734342,-0.449882580350655,-0.513552079025136,-0.563018903254231,1.07565415551378,-0.564831504429183,0.148117327610436,-0.575604816865303,0.0726644553962028
"SPOCK3",-0.404655128611787,1.07530672615937,-0.685159360760245,-0.11244217008384,-0.690375922992502,0.345999304704949,-0.616578701171588,0.73619221333573,-0.628321206421548,1.13866859847874,-0.608576297564692,1.25200933690595,-0.361232123815541,-0.268176844188021,-0.455655673269334,-0.140999271584203,-0.563218528537573,-0.284469671007207
"ADARB2",-0.444751987090491,0.0682745852825539,-0.357918883036354,1.02138637339443,-0.461462526227688,2.40508475745078,-0.45507387608692,-0.45103630071033,-0.456197090389476,0.110519437318426,-0.42831869359707,-0.436212502380996,-0.444116772599477,2.37425063430232,-0.43685420101711,-0.206261477583442,-0.457425913748703,0.525873017856149
"MBP",-0.42239867329226,1.63897664051483,-0.5453150481932,-0.216190078208351,-0.470434301530553,-0.507869879693644,-0.267978769483708,-0.399857881300448,-0.340992374638594,1.67988907907104,-0.174733314571983,-0.504729007702643,-0.492222135060281,-0.322430118613063,-0.493522127859707,-0.504783457959214,-0.52478331932541,-0.152783429384069
"RNF220",-0.435138021075994,1.51707673338415,-0.256746462837177,-0.498604126256283,-0.408112757324575,-0.44789984238329,-0.407259838282876,-0.456020895824499,-0.363296249077549,1.92055333305777,-0.407574284779871,-0.457164566872595,-0.39879724657801,-0.442386951017534,-0.27737386748231,-0.0867242286006732,-0.441009971490152,-0.420234787599612
"PTGDS",-0.535954937443561,1.17937630548845,1.28769699223841,-0.0890626144942417,-0.556971314545608,-0.464527232226811,-0.575587062491628,-0.547590884427458,-0.498151089013666,0.470910803935712,-0.413533845904873,-0.607717650247104,-0.557794267020597,-0.600826785718932,-0.58759105069985,0.247300838828813,-0.589533287411174,-0.165853153396631
"GPC5",-0.208907155063183,-0.451573449554637,2.26482848876591,0.135965991983961,-0.2588200066529,-0.420692040630608,-0.0872669891085769,-0.218042909094496,-0.474403052625334,-0.470279643093143,-0.360028731765693,-0.317555570786904,-0.122183408435077,-0.460998209928388,-0.222516454716837,0.384192809801249,0.320012986211583,0.308930551176229
"LHFPL3",-0.323565023527697,-0.295485448197288,-0.356393154212275,3.07964450029281,-0.337321710652554,-0.0178511717362194,-0.33128472139003,0.0974351634551188,-0.353115437218627,-0.26017153490551,-0.339367287381774,0.651049038120125,-0.283830005061707,-0.181264713424044,-0.114652776376771,-0.325731792576318,0.952038022933079,2.7391942907835
"NEAT1",-0.610776377688735,0.565692471913944,1.25291602083495,-0.550392497536402,-0.488388127938727,-0.171825564025003,-0.5633630512379,0.177691666915554,-0.65578404958431,0.842552003073889,1.13531325541358,-0.53543902908161,-0.555695509981601,-0.558404129738688,-0.617308464869299,1.28492672566951,-0.609260491584359,0.283083065856845
"SLC1A3",-0.473669694711807,-0.0281382216830081,2.08062291108143,0.100628870800212,-0.481571050283245,-0.477810079387918,-0.482544458229264,-0.48258123082571,-0.462417288641087,0.148914251225772,1.24038957303754,-0.459523507612997,-0.479706408128978,-0.483218017757618,-0.478604499503025,0.199628466160691,-0.48915373735047,0.517352776031143
"SLC1A2",-0.325527259721578,-0.496556082148731,2.3818874711442,0.426361987299082,-0.297093080429897,-0.257196996758428,-0.122413019782653,-0.383479369136185,-0.24058004781707,-0.516495168559472,-0.324869069638239,-0.278243599185954,-0.382340037026495,-0.337146261596353,-0.0244841179455599,-0.364375958792918,0.00257687140292827,0.18460603049242
"ST18",-0.455486288742805,1.71709570142375,-0.428657552429928,-0.418842857001206,-0.452773478837347,-0.425548341892471,-0.455167374438966,-0.454045394909904,-0.453668817846409,1.95076105004958,-0.348981453792856,-0.445297255382119,-0.448445967767326,-0.46340754755837,-0.443295877557041,-0.424969398229676,-0.462908935777313,-0.345160498244841
"PLP1",-0.462710526851057,1.84075702473137,-0.411585650339818,-0.393143959191669,-0.454489649160669,-0.468599264467963,-0.460456201655095,-0.466299705707067,-0.382030435531494,1.51460292350655,-0.319572449325466,-0.454186803445579,-0.444833441129962,-0.475000857352926,-0.442869618233325,-0.39674199336059,-0.470389982928406,-0.365536279720349
"ERBB4",-0.794023745375313,0.2319331653677,0.77315112743742,0.711440770338552,-0.762530709411253,1.37277608347547,-0.801300344328849,1.66700847427796,-0.774731328751452,0.163601833567589,-0.718077989968954,-0.287856575504827,-0.734131886538884,1.07906576148451,-0.495424911213853,-0.694533986476588,-0.797778699575988,0.366667103445644
"A2M",-0.133409779401086,-0.148786130315683,-0.137217263574333,-0.120321031583402,-0.135324089850523,-0.134185752556069,-0.120847210761851,-0.14311940192675,-0.147932566323906,-0.159109664875269,2.60877704191265,-0.146388330620271,-0.128315557537179,-0.145648185726743,-0.131434844490981,3.18365105526699,-0.140878625493205,1.43942406696024
"CD74",-0.128169419789892,-0.136399723607813,-0.128217673978611,-0.14046982259002,-0.0923954520516413,-0.130909143240381,-0.0998734304844474,-0.126763376056599,-0.118497502432692,-0.149324327949866,3.16422468814449,-0.128516678638624,-0.120305776318105,-0.133771323827594,-0.138278483112927,0.235426812722883,-0.120453703136458,1.52814959462724
"LNCAROD",-0.133394147929015,-0.14330907685648,-0.137947583083487,-0.137388767839036,-0.13770422113575,-0.134709583821907,-0.134408070561443,-0.134157123379829,-0.138919340090502,-0.144462546931527,3.52878175275482,-0.138245337137991,-0.126975299090064,-0.136732035529086,-0.1327021361424,-0.128603465168151,-0.142608666261858,1.37191025190139
"PTPRC",-0.134645805188371,-0.14195481012121,-0.137277784831841,-0.137505824864439,-0.134399915786805,-0.130737850665628,-0.130074289278293,-0.12384581388707,-0.129828009966438,-0.140491423111582,3.4372835721073,-0.127266233336888,-0.126229852450509,-0.130522870809545,-0.126361003532067,-0.0566037852831082,-0.135357615490114,1.21066677778626
"CACHD1",-0.10641563610853,-0.329032385211586,1.45743414827966,0.0762499353428484,-0.072183175328007,-0.206590546596341,-0.177685700119266,-0.30840468789476,-0.277242030262417,-0.327467941283025,-0.262963135141694,-0.260687576735397,0.263385963398142,-0.305641093936508,-0.153628374387089,0.491805176973247,-0.164836336174908,-0.1009800353576
"SAMSN1",-0.0982291910830462,-0.13033737338559,-0.12133356846005,-0.122664289963996,-0.109292729291126,-0.119509672817337,-0.105309764903574,-0.108082909437511,-0.128704782963662,-0.135798514997429,2.93347295841243,-0.114153620401337,-0.104373630355442,-0.119551459112242,-0.0942210661013047,-0.120493398780159,-0.10885786349881,1.55741488990068
"SLCO2B1",-0.131298830976534,-0.158901115639015,-0.157715972807313,-0.158079468496404,-0.132724488635691,-0.145425214729316,-0.135126503180719,-0.152417233267983,-0.151095490068069,-0.161521669319035,3.28581470664111,-0.145717201093701,-0.107125972029378,-0.151417425422172,-0.106397300278393,1.46197477845178,-0.141234455748813,1.25856057325623
"AOAH",-0.110474591256782,0.0166085129456141,-0.234693607282871,-0.0800687542419291,-0.146970008332275,-0.187294961150654,-0.162139488119505,-0.155601834181275,-0.223427702297196,0.240167509893354,2.76388112767083,-0.186164329271291,-0.119905119650453,-0.154767670937271,-0.083482147497167,-0.183213633951357,-0.234333732356523,1.34725110521465
"AC109466.1",-0.0108458286170581,-0.327306133130306,-0.319849831834654,-0.316467077503211,1.1188105243936,-0.106576945239617,2.23358455508252,-0.201216854385037,-0.29153212335605,-0.333846784111361,-0.313916985784436,-0.220449157784279,-0.204634370878737,-0.294243069491423,-0.245480882636594,-0.286423015743498,0.535782095733022,-0.314588099913313
"BMPR1B",-0.0634130642456623,-0.294452331389336,1.95870429259355,-0.276696933191191,-0.283878824178969,-0.27936586356803,-0.215977044631366,-0.282656783561131,-0.284503166135497,-0.296255662144355,-0.219563798786383,-0.277433493535784,-0.278639840791099,-0.263532250962143,-0.282767373219394,-0.155860854011547,-0.285514214929129,-0.256941153373565
"RFX4",-0.105311775183005,-0.338930317815265,1.67486700467878,0.0671883362372959,-0.204869716296936,-0.161836129044469,-0.202070728240196,-0.174501561886221,-0.336508126594755,-0.343801507035036,-0.279114861236746,-0.220950105028453,-0.158542272799695,-0.136491453989712,-0.15115821088233,-0.312074183295495,-0.202179364970108,-0.0402596920141348
"INPP4B",0.0372527225087607,-0.557621115722436,-0.0610288875348642,-0.294866071071398,0.725744347117555,1.04366068188943,-0.294879156020555,0.786744187744434,-0.564916839702999,-0.524014437111264,-0.541906550036429,-0.107176368446877,0.901887696277162,0.748389142668381,0.137325215579426,0.173674544759497,0.441967184957027,-0.433554456447365
"HS3ST4",-0.0980856250399768,-0.358184578545263,-0.36268401820054,-0.359541167266801,0.402040275136525,-0.295506096729589,0.937208322376296,-0.295069786078372,-0.26573217231974,-0.356138032125721,1.68056363958924,-0.322383940332212,0.376114458017659,-0.115488546391164,2.46960071430152,-0.338494834808366,2.07061260092178,0.44375386230732
"LPAR6",-0.102111493475105,-0.143851581840994,-0.121241716506457,-0.106125572602173,-0.110010977114923,-0.101463210787655,-0.0885965943822315,-0.0868021679937255,-0.171251816805733,-0.167519044250952,2.92376037158597,-0.123587210116375,-0.113580747516819,-0.129778963216851,-0.113915818207405,0.35880190264749,-0.0990444186675695,1.38376648658932
"INPP5D",-0.103849550265666,-0.171410927741213,-0.128601997092496,-0.167407341046987,-0.148232239294421,-0.161978482689843,-0.111857903456169,-0.163548306179664,-0.153472736993181,-0.174364010669683,3.35388035638811,-0.159646548737124,-0.128810284630862,-0.161556774961994,-0.0705656541550663,0.897161777759513,-0.130295058829793,1.46468817445312
"LINC01374",-0.0764716417488462,-0.159707884855217,-0.144681774332742,-0.14611358758856,-0.109417266237338,-0.137265696447341,-0.115209922618164,-0.0584957213404431,-0.161661632908425,-0.167461458076163,3.15169519726207,-0.1220955185692,-0.117382332019983,-0.116830282070972,-0.0838467551482685,-0.151342824459064,-0.0827496578735296,1.66472188954444
"ELAVL2",0.00713896514637678,-0.495945394160391,-0.493852501828793,-0.488496814235961,0.305552265398405,0.35750514608459,0.594592340078814,1.13940476274982,0.168701764878438,-0.492498332221812,-0.46772634203116,1.27791017374079,0.346475231476541,0.366988906706529,0.13718254661219,-0.42479973365281,-0.16035535670925,-0.498205289601224
"PCDH9-AS2",0.14455043972818,0.27658932460223,-0.0379320403154476,0.207974904312148,0.123630214244527,-0.286437352221732,0.118692359677945,-0.0745663377750108,-0.554715117257452,-0.24959277449292,-0.529067574681102,-0.380261269061234,0.266848247181077,-0.307967277826598,0.221078146080471,-0.542213611088467,-0.0174898318094225,0.25117109013753
"LURAP1L-AS1",-0.149426836296818,0.550490153041629,-0.233865441076283,-0.228975808911648,-0.186606647171184,-0.0173026591435669,-0.134191199473528,-0.0705524039769715,-0.240067047428463,0.976297697296408,-0.213595841655959,-0.0641963787603338,-0.186561137925107,-0.137919199627329,-0.180883522593288,-0.221732421367178,-0.21638979085862,-0.256004197128947
"CHRM5",-0.13305817615494,0.406455865928156,-0.156205058382361,-0.167359431547644,-0.16165821001127,0.0384269533442084,-0.154968330925819,-0.14797655908258,-0.200203301163004,0.89749254139629,-0.153445502890424,-0.0177379683161463,-0.164474255400441,-0.151377851142065,-0.0235703777623069,-0.149707064123043,-0.178156716738524,-0.185934466233772
"SVEP1",-0.0897172924705423,0.47779774126226,-0.276131337899639,-0.282098165494493,-0.187846912089961,0.4986686530581,-0.153856744590165,-0.240697504794213,-0.275964487115437,0.61602750420077,-0.249997353730969,-0.0517881608475476,0.0391050682679644,-0.0424212841031854,-0.237713502691642,-0.212704695951986,-0.278360191486415,-0.27953090360311
"SEMA3C",0.276467636363027,0.315953947864045,-0.264089372396088,-0.256091652731824,-0.270450481001406,0.0129952027692199,-0.26409945859034,-0.251785000689083,-0.140635081719458,0.406460415195897,-0.246047872228643,-0.265236730152137,-0.167725283094501,-0.247683854890818,0.276217338969217,-0.0627344315087376,-0.0796202878607085,-0.233953962561592
"AP002370.2",0.247784877104821,0.196671169739034,-0.377214573594109,-0.209066526579176,0.103730793477341,0.152940441703231,0.016908367819595,0.0679722363622621,-0.410909939879518,-0.185735629853941,-0.396417453118978,-0.0173095548684213,0.167312331461109,-0.142863466040011,0.112261488745459,-0.379426140591584,0.33848728852288,-0.126680176287337
"ADAMTS18",-0.0923249773143412,0.449202060890687,-0.0678000601231363,-0.103892759762244,-0.0893160945524002,-0.0222742697516292,-0.0935895134042682,-0.0980958202455268,-0.105527609487318,-0.074450323501031,-0.0811494847127887,-0.0661863544654648,-0.0876614405164689,-0.0970469239897558,-0.0790914370828564,-0.0946212951687187,-0.0605785804767153,-0.0481896772418496
"AL158077.2",-0.0456683911421781,0.189835950607191,-0.335789275699162,-0.245267439988579,0.0696577181406137,-0.259952793319909,0.329323167494177,0.252834957297031,-0.298326803238628,0.28205594091349,-0.316812996963188,0.199027149541716,0.349170735396039,-0.248630674063698,0.538079629927977,-0.312554057144924,0.661028424697024,-0.248006505587907
"PDE1A",0.355237391782814,0.169635664098284,-0.714570649779388,-0.714496071909078,0.807823851385093,-0.646833535902991,1.13656653456401,-0.694430667775452,-0.252395616468757,0.0449576440238862,-0.670811428610129,0.347194890254398,0.627946215386402,-0.706640453067278,1.04650083916217,-0.522979279728381,-0.428094290066052,-0.711822007384162
"STXBP6",0.155983025227293,0.131744115772655,0.0526414103244532,0.0379878679136683,-0.268461139451987,-0.383116501398533,-0.472916319709659,0.282582774611777,-0.330559124213144,0.34441469724441,-0.425733471690444,1.04136462949125,-0.417735716548931,-0.471574436104388,-0.42285370869192,0.291340700969015,0.245929936765895,-0.193483814712569
"APOLD1",-0.0843970822239944,0.328975610673087,-0.0439975999799464,-0.0982469125030929,-0.122904965311819,-0.115009342359772,-0.124481451715682,-0.120696878014514,-0.17871939825279,0.222085219347909,-0.0939101809228158,0.0151494606537579,-0.102704427853242,-0.125820635238589,-0.115894883048298,1.50291298589952,-0.163378351297783,-0.0639910134566006
"PCA3",-0.0459720129627197,0.436728024262861,-0.17630520055778,-0.129925362196498,-0.118499613282976,-0.110846275038217,0.167524573730301,-0.161839902002047,-0.1907785940935,0.273910684144815,-0.152908033828099,-0.161876023101065,-0.0384663929944754,-0.151408948418322,-0.122642458601226,-0.178274770528178,-0.106726309926546,-0.08131015790137
"PBX3",-0.0733994216139157,0.253512383025649,-0.15558836344643,0.517461318583141,-0.254226939328303,-0.124572904457652,-0.236643726863449,-0.243158990934771,-0.26164538893008,0.386601217174568,0.324779740398679,-0.287503125906621,0.0779916171410014,-0.0828696150268716,-0.216019578173376,0.20702109118255,-0.238062019849325,0.240317009555062
"LINC01572",0.0211410042641504,0.185348067460276,-0.0159946020580544,0.469261744378897,-0.252543037718816,0.0232989441992978,-0.261572364319706,-0.073970134245698,-0.303622952011611,0.0368571054739098,-0.124746749651226,-0.0823575352594711,-0.188785492351802,-0.170270584524936,0.236929533935839,-0.250140163786041,-0.223658642248105,0.371876257476981
"SPANXA2-OT1",0.077693626350721,0.149929647000621,-0.227805488376549,-0.190905305139611,-0.0628794221770808,0.125272258052577,0.142428072831301,0.00863317376580957,-0.283658191539844,0.128144703481495,-0.258660696197467,-0.0469495987229774,0.0357213763541493,0.169208961211473,0.100840352742562,-0.242208865865385,0.298984334484249,-0.257179596964162
"LINC01099",-0.100789716755048,0.3187789442396,-0.0533408219537062,-0.100210438160773,-0.0992140647540945,-0.100760498020687,-0.0998082310101526,-0.104324521339023,-0.111128029871189,0.464619020365016,-0.091510845845445,-0.100355135472214,-0.0997078232045525,-0.102915385012103,-0.0999798299306409,-0.0225029320175561,-0.101392771307632,-0.0752008454427859
